name,rate,location,cuisines,cost_for_two,type
Homemadefoodlovers,3.7,Whitefield,"Bengali, North Indian",150,Delivery
Ghar ka Khana,3.7,Whitefield,North Indian,150,Delivery
Vikky's Rasoi,3.7,Whitefield,North Indian,250,Delivery
Daily Special,3.7,Whitefield,"North Indian, South Indian",250,Delivery
Amma Mess,3.7,Whitefield,Kerala,200,Delivery
La Mensa,3.6,Whitefield,"North Indian, Chinese, South Indian",400,Delivery
Maa Bargabhima Restaurant,3.7,Whitefield,"Bengali, Mughlai, North Indian",250,Delivery
Gali Parathae Wali,3.7,Whitefield,"North Indian, Chinese, Street Food, Sandwich",400,Delivery
Kitchen Rabbit,3.7,Whitefield,"North Indian, Chinese, Andhra",500,Delivery
Foody Baba,3.1,Whitefield,"North Indian, Chinese, Mughlai",500,Delivery
Loafers,3.6,Whitefield,"North Indian, Chinese, Biryani",500,Delivery
Food Paradise,3.3,Whitefield,"North Indian, Chinese, Bengali, Biryani",500,Delivery
Biryani Cart,3.7,Whitefield,"Biryani, North Indian",400,Delivery
The Rice Company,3.7,Whitefield,North Indian,500,Delivery
Tummy Singh,3.4,Brookefield,"North Indian, Chinese",700,Delivery
Mayuri Restaurant,3.7,Whitefield,"Andhra, Chinese, North Indian",450,Delivery
Food And Biryani (FAB),2.8,Whitefield,"Biryani, North Indian, Mughlai",500,Delivery
Mega Bite,3.5,Whitefield,"North Indian, Chinese, South Indian, Continental",1100,Delivery
Punjabi Kitchen,2.8,Whitefield,North Indian,500,Delivery
Southern Spice,2.6,Whitefield,"North Indian, Chinese, Biryani, Andhra",800,Delivery
Punjabi Family Dhaba,3.4,Whitefield,North Indian,400,Delivery
Posto-The Authentic Homemade Bengali Food,3.7,Whitefield,Bengali,400,Delivery
The South,3.7,Whitefield,South Indian,200,Delivery
NH8,4.2,Whitefield,Rajasthani,800,Delivery
Curry Point,3.2,Whitefield,North Indian,300,Delivery
Mughal Restaurant,3.2,Brookefield,"Mughlai, Chinese, Kerala",600,Delivery
Dinepost 9,3.6,Whitefield,"North Indian, Chinese, Biryani",450,Delivery
Cupcake Couture,3.8,Whitefield,Desserts,300,Delivery
Vijayawada Heights,3.2,Whitefield,North Indian,600,Delivery
Andhra Ghumaghumalu,3.5,Whitefield,"Andhra, Biryani, North Indian",300,Delivery
Thalaserry Food Court,3.5,Whitefield,"Kerala, Biryani, Seafood, North Indian, Chinese",600,Delivery
Annalakshmi,3.7,Whitefield,Chinese,400,Delivery
VIHAR Family Restaurant,4,Whitefield,"Chinese, North Indian, Mangalorean",600,Delivery
Herbs & Spices,4,Whitefield,"Italian, North Indian",1000,Delivery
Adyar Ananda Bhavan - Sweets,3.7,Whitefield,"Mithai, Desserts",200,Delivery
4700BC Popcorn,4.1,Whitefield,Fast Food,500,Delivery
Sethi's,3.7,Whitefield,North Indian,600,Delivery
Cravingz,3.7,Whitefield,"Fast Food, Beverages",400,Delivery
The Irish House,4.3,Whitefield,"European, American",1700,Delivery
Choice of Food,3.7,Whitefield,"North Indian, Desserts",250,Delivery
Shiv sagar,3.7,Whitefield,"South Indian, Chinese, North Indian",250,Delivery
Ind Foodies,3.7,Whitefield,"North Indian, Chinese",300,Delivery
NYS Kitchen,3.6,Whitefield,"North Indian, Chinese",500,Delivery
Konaseema Grand,3.3,Whitefield,"North Indian, Mughlai, Andhra, Biryani",1000,Delivery
Crunch Pizzas,2.6,Whitefield,"Italian, Pizza",600,Delivery
Pan's Aroma,3.7,Whitefield,"Bengali, Biryani, North Indian, Chinese, Fast Food",400,Delivery
Dessert Bar,3.7,Whitefield,"Desserts, Fast Food",400,Delivery
Cafesta,4.3,Whitefield,"Cafe, Italian, Fast Food, Desserts",550,Desserts
Glen's Bakehouse,4.2,Whitefield,"Bakery, Cafe, Italian, Desserts",600,Desserts
Corner House Ice Cream,4.5,Whitefield,"Ice Cream, Desserts",400,Desserts
BelgYum,4.6,Whitefield,Desserts,400,Desserts
Stoner,4.3,Whitefield,"Ice Cream, Cafe, Pizza, Burger, Desserts, Beverages",500,Desserts
King Of Spices,3.7,Whitefield,"South Indian, North Indian, Chinese, Biryani, Beverages",500,Desserts
Smoor,4.3,Whitefield,"Desserts, Cafe, Continental",700,Desserts
Lemon Krust,4,Whitefield,"Bakery, Fast Food",150,Desserts
eat.fit,4.4,Whitefield,"Healthy Food, North Indian, Biryani, Continental, Desserts",500,Desserts
Oliver's Pub & Diner,3.9,Whitefield,"Finger Food, American, Continental, Burger, Pizza",1500,Desserts
Mad Over Donuts,4.2,Whitefield,"Bakery, Desserts, Beverages",450,Desserts
Kanti Sweets,3.9,Whitefield,"Mithai, Street Food",400,Desserts
Warm Oven,4,Whitefield,"Bakery, Desserts",500,Desserts
Thanco's Natural Ice Cream,3.7,Whitefield,"Ice Cream, Desserts",450,Desserts
Baskin Robbins,3.7,Whitefield,"Ice Cream, Desserts",300,Desserts
Keventers,2.9,Whitefield,"Beverages, Desserts, Ice Cream",400,Desserts
Karachi Bakery,4.1,Whitefield,"Bakery, Desserts",400,Desserts
Blue Tokai Coffee Roasters,4,Whitefield,Cafe,750,Desserts
Artinci Artisanal Ice Cream,4.1,Whitefield,"Desserts, Ice Cream",300,Desserts
Krispy Kreme,4,Whitefield,"Desserts, Beverages",300,Desserts
Third Wave Coffee Roasters,3.8,Whitefield,"Cafe, Continental, Desserts",800,Desserts
Kartik's Mithai Shoppe,3.8,Whitefield,"Mithai, Street Food",150,Desserts
Lassi Shop,3.9,Whitefield,"Beverages, Ice Cream",200,Desserts
Haagen Dazs,3.9,Whitefield,"Desserts, Ice Cream",800,Desserts
Waffle Stories,3.7,Whitefield,Desserts,300,Desserts
Sweet Truth,3.9,Whitefield,"Bakery, Desserts",500,Desserts
Cafe Noir,4,Whitefield,"European, French, Salad",1500,Desserts
Auntie Anne's,4,Whitefield,Desserts,500,Desserts
Grill Point,2.9,Whitefield,"North Indian, Mughlai, Chinese",500,Desserts
Bakery 24x7,3.7,Whitefield,Desserts,500,Desserts
Chef Baker's,3.8,Whitefield,"Bakery, Desserts, Cafe, Italian, Pizza",400,Desserts
Calvin's,3.9,Whitefield,Desserts,600,Desserts
Mist n Creams,3.6,Whitefield,Ice Cream,400,Desserts
Just Bake,3.8,Whitefield,Bakery,400,Desserts
Cake Dilim,3.6,Whitefield,"Bakery, Desserts",400,Desserts
Desi Qulfi,3.7,Whitefield,Ice Cream,150,Desserts
Cake 24x7,3.2,Whitefield,"Bakery, Desserts",450,Desserts
Polar Bear,4,Whitefield,"Desserts, Ice Cream, Beverages, Sandwich",400,Desserts
Mithai Time,3,Whitefield,"Mithai, North Indian, Street Food",200,Desserts
Gelato Italiano,3.1,Whitefield,"Ice Cream, Bakery, Desserts",200,Desserts
Snack Itt,3.7,Whitefield,Bakery,200,Desserts
Master Brothers,3.4,Whitefield,"Desserts, Bakery",450,Desserts
Cupcake Bliss,3.7,Whitefield,Bakery,250,Desserts
Cream Factory,3.7,Whitefield,Desserts,400,Desserts
Premium Bombay Kulfi,3.2,Whitefield,Ice Cream,150,Desserts
Bombay Kulfi,3.7,Whitefield,"Desserts, Ice Cream",150,Desserts
INDULGE by InnerChef,3.6,Whitefield,"Desserts, Bakery",400,Desserts
Kreme Delight,3.4,Whitefield,"Bakery, Desserts",300,Desserts
Vidya Bakery,3.7,Whitefield,"Bakery, Desserts",500,Desserts
Caramel Whitefield,3.7,Whitefield,"Desserts, Bakery",1000,Desserts
Mubeena Shariff Chocolatier,3.6,Whitefield,Desserts,500,Desserts
Cream & Fudge,3.9,Whitefield,"Ice Cream, Desserts",250,Desserts
Old Kavery Bakery & Sweets,3.7,Whitefield,"Mithai, Desserts",100,Desserts
Daily Bread,3.7,Whitefield,"Bakery, Fast Food, Italian",600,Desserts
YummTumm,3.7,Whitefield,Bakery,250,Desserts
Cake Point,3.7,Whitefield,"Bakery, Desserts",500,Desserts
New Jodhpur Sweets and Savouries,3.7,Whitefield,"Mithai, Desserts",300,Desserts
Cafe Coffee Day,3.7,Whitefield,"Cafe, Fast Food",900,Desserts
"Vindhwashni Bakers, Confectioner & Florist",3.7,Whitefield,"Bakery, Desserts",400,Desserts
"Vindwashini Bakers, Cake and Florist",3.7,Whitefield,"Bakery, Fast Food",200,Desserts
Dessert Bar,3.7,Whitefield,"Desserts, Fast Food",400,Desserts
Dial For Cake,3.7,Whitefield,"Bakery, Desserts",500,Desserts
Frosting Flavours,3.8,Whitefield,Desserts,150,Desserts
New Rajalakshmi Sweets,3.3,Whitefield,Mithai,300,Desserts
Sweet Tooth - Do you have one?,3.3,Whitefield,"Bakery, Desserts",600,Desserts
Sweet Nothings Couture Cupcakes,3.4,Whitefield,"Desserts, Bakery",250,Desserts
Orchard Fresh,3.7,Whitefield,"Ice Cream, Desserts",400,Desserts
The Pastry Inn,3.4,Whitefield,"Desserts, Bakery",400,Desserts
Homemade Chocolates,3.7,Whitefield,Desserts,300,Desserts
Online Cake and Flower.com,3.2,Whitefield,"Bakery, Desserts",500,Desserts
Cupcake Couture,3.8,Whitefield,Desserts,300,Desserts
Ice Cream Works,3.5,Whitefield,"Desserts, Ice Cream",300,Desserts
Amadora Gourmet Ice Cream & Sorbet,3.7,Whitefield,"Desserts, Ice Cream",500,Desserts
Bakingo,3.4,Marathahalli,"Bakery, Desserts",500,Desserts
Amoeba Sports Bar,3.9,Whitefield,"Continental, Chinese",1000,Dine-out
The Creek - The Den Bengaluru,4.4,Whitefield,"North Indian, Continental, Chinese",2000,Dine-out
Feast - Sheraton Grand Bengaluru Whitefield Hotel &...,4.5,Whitefield,"Continental, Asian, South Indian, North Indian",2500,Dine-out
The Pallet,4.5,Whitefield,"Continental, Mediterranean, Italian, North Indian, Finger Food, Asian, Momos",1600,Dine-out
Barbeque Nation,4.4,Whitefield,"North Indian, European, Mediterranean, BBQ, Kebab",1600,Dine-out
The Biere Club,4.3,Whitefield,"Continental, BBQ, Finger Food",1700,Dine-out
Red Rhino,4.4,Whitefield,"Continental, Mediterranean, South Indian, North Indian, Asian",1700,Dine-out
Punjab Grill,4.8,Whitefield,North Indian,2000,Dine-out
Salt - Indian Restaurant - Bar & Grill,4.4,Whitefield,North Indian,1500,Dine-out
alt,4.1,Whitefield,Finger Food,1900,Dine-out
Biere Societee,4.2,Whitefield,"Asian, Continental, European",1500,Dine-out
Punjabi by Nature 2.0,4.2,Whitefield,North Indian,1600,Dine-out
Uno Chicago Bar & Grill,4.2,Whitefield,"American, Italian",1800,Dine-out
Mainland China,4.7,Whitefield,Chinese,1700,Dine-out
One For The Road,4.1,Whitefield,"Continental, North Indian, Finger Food",1200,Dine-out
Whitefield Social,4.1,Whitefield,"American, North Indian, Chinese, Finger Food, Momos",1500,Dine-out
You Mee,4.7,Whitefield,"Sushi, Japanese, Chinese, Thai",2000,Dine-out
Herbs & Spices,4,Whitefield,"Italian, North Indian",1000,Dine-out
Maziga,4.7,Whitefield,Modern Indian,1500,Dine-out
Cafesta,4.3,Whitefield,"Cafe, Italian, Fast Food, Desserts",550,Dine-out
The Whitefield Arms Pub & Microbrewery,4.2,Whitefield,"British, Continental, BBQ",1600,Dine-out
Kritunga Restaurant,3.7,Whitefield,"Andhra, Biryani, North Indian, Chinese",650,Dine-out
Biriyani Zone,4,Whitefield,"Biryani, North Indian, Chinese, Seafood",800,Dine-out
The Irish House,4.3,Whitefield,"European, American",1700,Dine-out
Chili's American Grill & Bar,4.6,Whitefield,"American, Tex-Mex, Burger, BBQ, Mexican",1400,Dine-out
Nasi And Mee,4.4,Whitefield,"Malaysian, Thai, Singaporean, Asian, Chinese, Momos",1000,Dine-out
Shizusan Shophouse & Bar,4.4,Whitefield,"Asian, Japanese, Vietnamese, Korean, Chinese, Thai",1800,Dine-out
Layla - The Den Bengaluru,3.9,Whitefield,Mediterranean,2000,Dine-out
Enchanted Garden,4.3,Whitefield,"North Indian, Continental, Italian, Cafe, Pizza, Finger Food",1400,Dine-out
NH8,4.2,Whitefield,Rajasthani,800,Dine-out
Sorse,4.1,Whitefield,"Bengali, Seafood",750,Dine-out
Toscano - Mojito Bar,4.3,Whitefield,"Continental, Italian, Mediterranean, Salad",1500,Dine-out
Uppercut - Sheraton Grand Bengaluru Whitefield Hotel...,4.3,Whitefield,BBQ,2000,Dine-out
Imperio Restaurant,4.4,Whitefield,"North Indian, Arabian, Mughlai, Biryani, Seafood, Beverages",700,Dine-out
Galito's,4.6,Whitefield,"African, Burger, Desserts, Beverages, Fast Food",1000,Dine-out
Beijing Bites,3.9,Whitefield,"Chinese, Thai",850,Dine-out
Noodle Bar,4,Whitefield,"Chinese, Momos",1400,Dine-out
Suryawanshi,4.2,Whitefield,"Maharashtrian, Seafood",700,Dine-out
Paradise,4,Whitefield,"Biryani, North Indian, Kebab",800,Dine-out
Harry's Bar + Cafe,4.1,Whitefield,"Asian, American, Mexican",1200,Dine-out
BAR BAR,4.1,Whitefield,"Continental, North Indian, Italian",1500,Dine-out
Mani's Dum Biryani,4,Whitefield,"Biryani, Andhra",750,Dine-out
The Eatery - Four Points by Sheraton Bengaluru,4,Whitefield,"Continental, North Indian",1700,Dine-out
Karibu - The Zuri,3.9,Whitefield,"South Indian, Asian",2000,Dine-out
Green Hyderabad Biryani House,3.8,Whitefield,"Biryani, Hyderabadi, Andhra, North Indian",800,Dine-out
Andhra Kafe,3.8,Whitefield,"Andhra, South Indian, North Indian, Biryani",550,Dine-out
The Beer Cafe,4.1,Whitefield,"Finger Food, North Indian, Chinese, Italian",1400,Dine-out
Latitude Whitefield,3.9,Whitefield,"North Indian, Continental, Asian, Italian",2000,Dine-out
Punjab Bistro,4.2,Whitefield,North Indian,1500,Dine-out
Beyond Elements,4.1,Whitefield,"Cafe, Italian, Pizza, North Indian",900,Dine-out
Bangalore Mandarin,4.3,Whitefield,"Chinese, Seafood",1100,Dine-out
InAzia - Sheraton Grand Bengaluru Whitefield Hotel &...,4.3,Whitefield,"Asian, Chinese",2500,Dine-out
Orzuv,3.7,Whitefield,"Kashmiri, Cafe",1100,Dine-out
Rajdhani Thali Restaurant,3.9,Whitefield,"Rajasthani, Gujarati, North Indian",900,Dine-out
Mavalli Tiffin Room (MTR),3.7,Whitefield,South Indian,400,Dine-out
Salt Mango Tree,4.2,Whitefield,Kerala,1000,Dine-out
King Of Spices,3.7,Whitefield,"South Indian, North Indian, Chinese, Biryani, Beverages",500,Dine-out
Manbhavan Premium Thali Restaurant,4,Whitefield,"Hyderabadi, Gujarati, Maharashtrian",1000,Dine-out
Petoo,4,Whitefield,"North Indian, Fast Food, Street Food",800,Dine-out
Pablo's Gastrobar,4,Whitefield,"Finger Food, American, Asian, Italian",1450,Dine-out
Kabab Mandra,2.7,Whitefield,"North Indian, Chinese",300,Dine-out
Shanmukha,3.9,Whitefield,"Biryani, Andhra, North Indian, Chinese",800,Dine-out
Brilram's Balaji Bhavan,3.9,Whitefield,"South Indian, North Indian, Chinese",700,Dine-out
Onesta,4.4,Whitefield,"Pizza, Cafe, Italian",600,Dine-out
Orbis Restaurant,3.9,Whitefield,"Arabian, North Indian, Chinese, Salad, Beverages",750,Dine-out
Oliver's Pub & Diner,3.9,Whitefield,"Finger Food, American, Continental, Burger, Pizza",1500,Dine-out
Smaaash,4,Whitefield,"North Indian, Pizza, Chinese",1500,Dine-out
Barley & Grapes Cafe,4.2,Whitefield,"Cafe, Italian, Continental",1000,Dine-out
Lot Like Crepes & Cafe,4,Whitefield,"Cafe, Continental, Desserts",600,Dine-out
Hyderabad Biryaani House,3.6,Whitefield,"Biryani, North Indian, Chinese",700,Dine-out
Tiffin Room - Miraya Hotel & Residences,3.7,Whitefield,"North Indian, South Indian, Asian",2000,Dine-out
Incanto - The Zuri,4,Whitefield,Italian,2500,Dine-out
Pindi Bangalore,3.7,Whitefield,"North Indian, Chinese, Biryani, Street Food",900,Dine-out
Rivayat,3.9,Whitefield,"North Indian, Mughlai",800,Dine-out
Tandoor Box,3.9,Whitefield,"Mughlai, North Indian, Biryani",600,Dine-out
Boondock Bistro,3.9,Whitefield,"Steak, Continental, American, Italian, Salad, Cafe",900,Dine-out
Bling - The Zuri,3.7,Whitefield,"Continental, North Indian",2100,Dine-out
Alpha - House of Biryani & Tandoor,3.5,Whitefield,"Biryani, North Indian, Chinese",800,Dine-out
Punjabi Kitchen,3.6,Whitefield,"Chinese, North Indian",400,Dine-out
Burgundy - Royal Orchid Suites,3.9,Whitefield,North Indian,1200,Dine-out
Nandhini Deluxe,2.9,Whitefield,North Indian,600,Dine-out
Copper Chimney,4.1,Whitefield,"North Indian, Biryani",1200,Dine-out
Anushka Restaurant,3.4,Whitefield,"North Indian, Chinese",600,Dine-out
Cafe Noir,4.1,Whitefield,"European, French, Salad",1500,Dine-out
Punjab Beat,3.7,Whitefield,North Indian,700,Dine-out
Bhagini IRIS,3.7,Whitefield,"North Indian, Chinese",600,Dine-out
Biryani Paradise,3.8,Whitefield,"Andhra, Biryani",700,Dine-out
Sri Lakshmi Vaibhav,4,Whitefield,"South Indian, North Indian, Chinese",500,Dine-out
Terracotta Whitefield,4,Whitefield,"North Indian, Lucknowi, Afghan",3000,Dine-out
Abhiruchi Andhra Mess,3.1,Whitefield,"Andhra, Biryani, South Indian",300,Dine-out
Sri Udupi Park,3.9,Whitefield,"South Indian, North Indian, Chinese, Beverages",300,Dine-out
Kalmane Koffees,3.9,Whitefield,Cafe,350,Dine-out
Nieghbourhood Cafe,3.7,Whitefield,"Pizza, Italian, Chinese, North Indian",750,Dine-out
Third Wave Coffee Roasters,3.8,Whitefield,"Cafe, Continental, Desserts",800,Dine-out
Thalassery Restaurant,2.9,Whitefield,"Kerala, Biryani, South Indian, North Indian, Chinese, Arabian, Beverages",500,Dine-out
Treat,3.8,Whitefield,"North Indian, Mughlai",800,Dine-out
W XYZ - Aloft Hotel,3.7,Whitefield,Finger Food,1700,Dine-out
Moriz Restaurant,2.9,Whitefield,"Arabian, North Indian, Biryani, Chinese, Seafood",750,Dine-out
Treat Restaurant,2.8,Whitefield,"South Indian, North Indian, Chinese, Kerala",400,Dine-out
Izakaya Gastro Pub,3.8,Whitefield,"North Indian, Continental, Mediterranean",1200,Dine-out
Urban Grills Restaurant,3.5,Whitefield,"Arabian, North Indian, Biryani",700,Dine-out
Oakleaf,3.9,Whitefield,"Asian, Continental, North Indian, Italian",2000,Dine-out
The Lighthouse Cafe,3.6,Whitefield,"American, Italian",650,Dine-out
Annapurna Bengali Restaurant,3.9,Whitefield,Bengali,350,Dine-out
SV Restaurant,3.1,Whitefield,"Andhra, North Indian, Chinese, Biryani",550,Dine-out
Hotel Triloka,3.3,Whitefield,North Indian,400,Dine-out
Drunken Monkey,3.3,Whitefield,"Beverages, Fast Food",500,Dine-out
Hyderabad Biryani,3.2,Whitefield,"North Indian, Chinese, Biryani",600,Dine-out
Red Glow,3.7,Whitefield,"North Indian, Continental",1200,Dine-out
Gali Parathae Wali,3.7,Whitefield,"North Indian, Chinese, Street Food, Sandwich",400,Dine-out
Whitefield Bar and Grill - Bengaluru Marriott Hotel...,4.1,Whitefield,"Continental, Burger, BBQ",3000,Dine-out
Sizzles,3.5,Whitefield,"North Indian, Chinese, Continental",800,Dine-out
Biryani House,3.6,Whitefield,"Biryani, North Indian",450,Dine-out
Cafe Coffee Day,3.6,Whitefield,Cafe,650,Dine-out
Hotel Greens,3.6,Whitefield,"Biryani, Chinese, North Indian, South Indian",800,Dine-out
The Punjabi Park,3.5,Whitefield,North Indian,500,Dine-out
Punjabi Park,2.9,Whitefield,"North Indian, Fast Food",400,Dine-out
Southern Spice,2.6,Whitefield,"North Indian, Chinese, Biryani, Andhra",800,Dine-out
Punjabi Tadka,3.2,Whitefield,"North Indian, Chinese",400,Dine-out
Pizza Hut,4,Whitefield,"Pizza, Fast Food",750,Dine-out
Konaseema Grand,3.3,Whitefield,"North Indian, Mughlai, Andhra, Biryani",1000,Dine-out
Smoke - The Sizzler House,3.6,Whitefield,"Continental, North Indian, Chinese, BBQ",800,Dine-out
Dot.yum - Aloft Hotel,3.9,Whitefield,"Italian, North Indian, Continental, BBQ",2000,Dine-out
Zeeshan Restaurant,3.7,Whitefield,"North Indian, Mughlai, Chinese",600,Dine-out
VIHAR Family Restaurant,4,Whitefield,"Chinese, North Indian, Mangalorean",600,Dine-out
HIGH SKY,3,Whitefield,"Continental, North Indian, Chinese, Arabian",1000,Dine-out
Mayuri Delux Restaurant,3.7,Whitefield,"Andhra, North Indian, Chinese",550,Dine-out
Dil Se Dilli,3.8,Whitefield,"North Indian, Mughlai",700,Dine-out
Mithai Time,3,Whitefield,"Mithai, North Indian, Street Food",200,Dine-out
A Southern Fair,3,Whitefield,"Biryani, Seafood, South Indian",750,Dine-out
ASIA SEVEN,3.3,Whitefield,Chinese,300,Dine-out
The Difference,2.7,Whitefield,"North Indian, Chinese, Arabian",600,Dine-out
Infinity - The Zuri,3.8,Whitefield,"North Indian, Continental, Chinese",2700,Dine-out
Sri Annapurna Mess,3.7,Whitefield,"Andhra, South Indian",400,Dine-out
Topsy Turvey,3.7,Whitefield,Finger Food,900,Dine-out
Annalakshmi,3.7,Whitefield,Chinese,400,Dine-out
V V Hotel,3.7,Whitefield,South Indian,500,Dine-out
Kolkata Famous Kati Roll,3.5,Whitefield,"Fast Food, Rolls",150,Dine-out
Nellore Mess & Tiffens,3,Whitefield,"South Indian, Andhra",200,Dine-out
Visantoe,3.2,Whitefield,Fast Food,400,Dine-out
Butterly Cafe,3.1,Whitefield,Cafe,550,Dine-out
Biryani Express,3.7,Whitefield,"Biryani, North Indian",600,Dine-out
Inhouse Burger,3.3,Whitefield,"Burger, Salad, Continental",400,Dine-out
Punjab Junction,3.2,Whitefield,North Indian,350,Dine-out
Parivar Eat House,3.7,Whitefield,"North Indian, Biryani",500,Dine-out
Tease Whitefield,3.7,Whitefield,Finger Food,1800,Dine-out
Hotel Sai Renaissance,3.6,Whitefield,"South Indian, North Indian, Chinese",450,Dine-out
Soup N Grill,3.5,Whitefield,"Chinese, North Indian",600,Dine-out
Best Brews - Four Points by Sheraton Bengaluru...,3.6,Whitefield,Continental,1500,Dine-out
The Waverly Express,3.5,Whitefield,Cafe,650,Dine-out
The Hungry Yeti,4,Whitefield,"Tibetan, Nepalese",700,Dine-out
New Kolkata Style Famous Roll,3.7,Whitefield,"North Indian, Rolls",200,Dine-out
